Año,Departamento de residencia,Causa de muerte,Total,Hombres,Mujeres
2019,Jalapa,Otras enfermedades pulmonares obstructivas crónicas,28,17,11
2019,Jalapa,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",23,20,3
2019,Jalapa,Tumor maligno del estómago,20,10,10
2019,Jalapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",324,157,167
2019,Jalapa,Otras causas,613,334,279
2019,Jutiapa,Infarto agudo del miocardio,463,251,212
2019,Jutiapa,"Diabetes mellitus, no especificada",197,70,127
2019,Jutiapa,"Neumonía, organismo no especificado",133,67,66
2019,Jutiapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",123,59,64
2019,Jutiapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",112,99,13
2019,Jutiapa,Enfermedad renal crónica,79,46,33
2019,Jutiapa,Diabetes mellitus no insulinodependiente,75,30,45
2019,Jutiapa,Exposición a factores no especificados,74,55,19
2019,Jutiapa,Tumor maligno del estómago,70,36,34
2019,Jutiapa,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",65,53,12
2019,Jutiapa,Fibrosis y cirrosis del hígado,64,38,26
2019,Jutiapa,Insuficiencia cardíaca,63,33,30
2019,Jutiapa,Hipertensión esencial (primaria),52,26,26
2019,Jutiapa,Otras enfermedades cerebrovasculares,49,25,24
2019,Jutiapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,45,22,23
2019,Jutiapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",142,75,67
2019,Jutiapa,Otras causas,932,507,425
2020,Guatemala,SARS-CoV2/COVID-19,"3,513","2,457","1,056"
2020,Guatemala,"Diabetes mellitus, no especificada","2,291","1,079","1,212"
2020,Guatemala,Infarto agudo del miocardio,"1,808","1,043",765
2020,Guatemala,Fibrosis y cirrosis del hígado,980,668,312
2020,Guatemala,Exposición a factores no especificados,773,635,138
2020,Guatemala,"Neumonía, organismo no especificado",757,478,279
2020,Guatemala,Enfermedad renal crónica,596,305,291
2020,Guatemala,Diabetes mellitus no insulinodependiente,582,277,305
2020,Guatemala,"Agresión con disparo de otras armas de fuego, y las no especificadas",506,435,71
2020,Guatemala,Tumor maligno del hígado y de las vías biliares intrahepáticas,495,245,250
2020,Guatemala,Hipertensión esencial (primaria),378,192,186
2020,Guatemala,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",342,169,173
2020,Guatemala,Insuficiencia cardíaca,336,178,158
2020,Guatemala,Insuficiencia renal no especificada,326,175,151
2020,Guatemala,Otras sepsis,282,147,135
2020,Guatemala,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","2,641","1,396","1,245"
2020,Guatemala,Otras causas,"7,113","3,746","3,367"
2020,El Progreso,Infarto agudo del miocardio,175,114,61
2020,El Progreso,"Diabetes mellitus, no especificada",130,56,74
2020,El Progreso,SARS-CoV2/COVID-19,102,73,29
2020,El Progreso,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",61,31,30
2020,El Progreso,Diabetes mellitus no insulinodependiente,41,16,25
2020,El Progreso,"Neumonía, organismo no especificado",36,17,19
2020,El Progreso,Fibrosis y cirrosis del hígado,35,25,10
2020,El Progreso,Tumor maligno del hígado y de las vías biliares intrahepáticas,33,16,17
2020,El Progreso,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",28,19,9
2020,El Progreso,Exposición a factores no especificados,28,19,9
2020,El Progreso,Tumor maligno de la próstata,24,24,-
2020,El Progreso,Enfermedad cardíaca hipertensiva,20,13,7
2020,El Progreso,"Agresión con disparo de otras armas de fuego, y las no especificadas",20,16,4
2020,El Progreso,Tumor maligno del estómago,17,4,13
2020,El Progreso,Insuficiencia cardíaca,16,6,10
2020,El Progreso,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",87,47,40
2020,El Progreso,Otras causas,361,199,162
2020,Sacatepéquez,SARS-CoV2/COVID-19,226,160,66
2020,Sacatepéquez,"Diabetes mellitus, no especificada",174,81,93
2020,Sacatepéquez,Infarto agudo del miocardio,157,96,61
2020,Sacatepéquez,Diabetes mellitus no insulinodependiente,131,57,74
2020,Sacatepéquez,Fibrosis y cirrosis del hígado,81,46,35
2020,Sacatepéquez,Exposición a factores no especificados,57,45,12
2020,Sacatepéquez,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",48,24,24
2020,Sacatepéquez,"Neumonía, organismo no especificado",48,34,14
2020,Sacatepéquez,Enfermedad alcohólica del hígado,42,37,5
2020,Sacatepéquez,Tumor maligno del hígado y de las vías biliares intrahepáticas,38,15,23
2020,Sacatepéquez,Insuficiencia cardíaca,38,18,20
2020,Sacatepéquez,Enfermedad renal crónica,35,19,16
2020,Sacatepéquez,"Desnutrición proteicocalórica, no especificada",31,12,19
2020,Sacatepéquez,Tumor maligno del estómago,29,11,18
2020,Sacatepéquez,Insuficiencia renal no especificada,27,11,16
2020,Sacatepéquez,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",214,111,103
2020,Sacatepéquez,Otras causas,685,404,281
2020,Chimaltenango,"Diabetes mellitus, no especificada",261,101,160
2020,Chimaltenango,Infarto agudo del miocardio,239,115,124
2020,Chimaltenango,SARS-CoV2/COVID-19,202,151,51
2020,Chimaltenango,Fibrosis y cirrosis del hígado,174,102,72
2020,Chimaltenango,"Neumonía, organismo no especificado",167,102,65
2020,Chimaltenango,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",148,66,82
2020,Chimaltenango,Diabetes mellitus no insulinodependiente,100,47,53
2020,Chimaltenango,Tumor maligno del estómago,76,33,43
2020,Chimaltenango,Exposición a factores no especificados,76,63,13
2020,Chimaltenango,Insuficiencia cardíaca,75,36,39
2020,Chimaltenango,Enfermedad renal crónica,65,26,39
2020,Chimaltenango,Tumor maligno del hígado y de las vías biliares intrahepáticas,57,33,24
2020,Chimaltenango,Enfermedad alcohólica del hígado,56,46,10
2020,Chimaltenango,Trastornos mentales y del comportamiento debidos al uso de alcohol,53,47,6
2020,Chimaltenango,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",50,37,13
2020,Chimaltenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",259,125,134
2020,Chimaltenango,Otras causas,"1,055",579,476
2020,Escuintla,"Diabetes mellitus, no especificada",510,241,269
2020,Escuintla,SARS-CoV2/COVID-19,487,357,130
2020,Escuintla,Infarto agudo del miocardio,465,275,190
2020,Escuintla,"Agresión con disparo de otras armas de fuego, y las no especificadas",228,201,27
2020,Escuintla,Enfermedad renal crónica,173,114,59
2020,Escuintla,Diabetes mellitus no insulinodependiente,168,67,101
2020,Escuintla,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",150,130,20
2020,Escuintla,Insuficiencia renal no especificada,138,93,45
2020,Escuintla,"Neumonía, organismo no especificado",132,86,46
2020,Escuintla,Exposición a factores no especificados,116,93,23
2020,Escuintla,Fibrosis y cirrosis del hígado,115,70,45
2020,Escuintla,Enfermedad isquémica crónica del corazón,91,54,37
2020,Escuintla,Tumor maligno del hígado y de las vías biliares intrahepáticas,86,44,42
2020,Escuintla,Hipertensión esencial (primaria),74,42,32
2020,Escuintla,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",64,37,27
2020,Escuintla,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",831,466,365
2020,Escuintla,Otras causas,"1,505",867,638
2020,Santa Rosa,Infarto agudo del miocardio,246,144,102
2020,Santa Rosa,"Diabetes mellitus, no especificada",195,74,121
2020,Santa Rosa,SARS-CoV2/COVID-19,128,94,34
2020,Santa Rosa,Enfermedad renal crónica,100,59,41
2020,Santa Rosa,"Agresión con disparo de otras armas de fuego, y las no especificadas",74,65,9
2020,Santa Rosa,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",71,67,4
2020,Santa Rosa,Diabetes mellitus no insulinodependiente,51,20,31
2020,Santa Rosa,Insuficiencia cardíaca,50,28,22
2020,Santa Rosa,"Neumonía, organismo no especificado",50,33,17
2020,Santa Rosa,Exposición a factores no especificados,48,38,10
2020,Santa Rosa,Tumor maligno del hígado y de las vías biliares intrahepáticas,45,25,20
2020,Santa Rosa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",44,25,19
2020,Santa Rosa,Insuficiencia renal no especificada,42,23,19
2020,Santa Rosa,Fibrosis y cirrosis del hígado,36,25,11
2020,Santa Rosa,Otros trastornos del encéfalo,34,17,17
2020,Santa Rosa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",372,223,149
2020,Santa Rosa,Otras causas,800,448,352
2020,Sololá,SARS-CoV2/COVID-19,173,131,42
2020,Sololá,"Diabetes mellitus, no especificada",154,77,77
2020,Sololá,Infarto agudo del miocardio,116,61,55
2020,Sololá,Diabetes mellitus no insulinodependiente,111,55,56
2020,Sololá,"Neumonía, organismo no especificado",96,53,43
2020,Sololá,"Desnutrición proteicocalórica, no especificada",69,39,30
2020,Sololá,Exposición a factores no especificados,64,46,18
2020,Sololá,Otras gastroenteritis y colitis de origen infeccioso y no especificado,59,32,27
2020,Sololá,Fibrosis y cirrosis del hígado,57,31,26
2020,Sololá,Enfermedad renal crónica,55,27,28
2020,Sololá,Insuficiencia cardíaca,54,34,20
2020,Sololá,"Envenenamiento accidental por, y exposición al alcohol",48,45,3
2020,Sololá,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",45,24,21
2020,Sololá,Tumor maligno del hígado y de las vías biliares intrahepáticas,38,22,16
2020,Sololá,Enfermedad alcohólica del hígado,36,34,2
2020,Sololá,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",351,172,179
2020,Sololá,Otras causas,693,376,317
2020,Totonicapán,"Diabetes mellitus, no especificada",270,145,125
2020,Totonicapán,SARS-CoV2/COVID-19,184,144,40
2020,Totonicapán,"Envenenamiento accidental por, y exposición al alcohol",122,103,19
2020,Totonicapán,Fibrosis y cirrosis del hígado,102,69,33
2020,Totonicapán,Hipertensión esencial (primaria),82,42,40
2020,Totonicapán,Trastornos mentales y del comportamiento debidos al uso de alcohol,77,67,10
2020,Totonicapán,Infarto agudo del miocardio,71,45,26
2020,Totonicapán,"Neumonía, organismo no especificado",71,49,22
2020,Totonicapán,Otras gastroenteritis y colitis de origen infeccioso y no especificado,56,27,29
2020,Totonicapán,Exposición a factores no especificados,47,39,8
2020,Totonicapán,Diabetes mellitus no insulinodependiente,46,22,24
2020,Totonicapán,Insuficiencia renal no especificada,44,20,24
2020,Totonicapán,Otros trastornos del encéfalo,43,20,23
2020,Totonicapán,Úlcera gástrica,33,15,18
2020,Totonicapán,Complicaciones y descripciones mal definidas de enfermedad cardíaca,29,21,8
2020,Totonicapán,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",982,534,448
2020,Totonicapán,Otras causas,662,354,308
2020,Quetzaltenango,SARS-CoV2/COVID-19,558,370,188
2020,Quetzaltenango,"Diabetes mellitus, no especificada",499,259,240
2020,Quetzaltenango,Infarto agudo del miocardio,347,204,143
2020,Quetzaltenango,Insuficiencia cardíaca,274,129,145
2020,Quetzaltenango,Diabetes mellitus no insulinodependiente,235,117,118
2020,Quetzaltenango,Fibrosis y cirrosis del hígado,166,108,58
2020,Quetzaltenango,Exposición a factores no especificados,143,110,33
2020,Quetzaltenango,Enfermedad alcohólica del hígado,134,112,22
2020,Quetzaltenango,Tumor maligno del hígado y de las vías biliares intrahepáticas,112,50,62
2020,Quetzaltenango,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",105,63,42
2020,Quetzaltenango,Insuficiencia renal no especificada,100,52,48
2020,Quetzaltenango,"Neumonía, organismo no especificado",97,56,41
2020,Quetzaltenango,"Envenenamiento accidental por, y exposición al alcohol",95,80,15
2020,Quetzaltenango,Enfermedad renal crónica,79,41,38
2020,Quetzaltenango,Tumor maligno del estómago,76,26,50
2020,Quetzaltenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",712,361,351
2020,Quetzaltenango,Otras causas,"1,884","1,046",838
2020,Suchitepéquez,SARS-CoV2/COVID-19,230,178,52
2020,Suchitepéquez,"Diabetes mellitus, no especificada",199,95,104
2020,Suchitepéquez,Infarto agudo del miocardio,123,71,52
2020,Suchitepéquez,Insuficiencia renal no especificada,114,70,44
2020,Suchitepéquez,Exposición a factores no especificados,105,90,15
2020,Suchitepéquez,Fibrosis y cirrosis del hígado,92,50,42
2020,Suchitepéquez,Enfermedad renal crónica,85,52,33
2020,Suchitepéquez,Diabetes mellitus no insulinodependiente,58,26,32
2020,Suchitepéquez,"Neumonía, organismo no especificado",51,31,20
2020,Suchitepéquez,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",39,34,5
2020,Suchitepéquez,Tumor maligno del hígado y de las vías biliares intrahepáticas,38,18,20
2020,Suchitepéquez,Otros trastornos del encéfalo,36,24,12
2020,Suchitepéquez,Diabetes mellitus insulinodependiente,32,11,21
2020,Suchitepéquez,"Desnutrición proteicocalórica, no especificada",29,17,12
2020,Suchitepéquez,Insuficiencia cardíaca,29,16,13
2020,Suchitepéquez,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","1,753",983,770
2020,Suchitepéquez,Otras causas,712,427,285
2020,Retalhuleu,SARS-CoV2/COVID-19,136,102,34
2020,Retalhuleu,"Diabetes mellitus, no especificada",122,50,72
2020,Retalhuleu,Exposición a factores no especificados,61,49,12
2020,Retalhuleu,Infarto agudo del miocardio,51,29,22
2020,Retalhuleu,Insuficiencia renal no especificada,49,44,5
2020,Retalhuleu,"Neumonía, organismo no especificado",47,33,14
2020,Retalhuleu,Enfermedad renal crónica,44,34,10
2020,Retalhuleu,"Agresión con disparo de otras armas de fuego, y las no especificadas",41,37,4
2020,Retalhuleu,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",40,35,5
2020,Retalhuleu,Fibrosis y cirrosis del hígado,34,17,17
2020,Retalhuleu,Insuficiencia cardíaca,20,11,9
2020,Retalhuleu,Diabetes mellitus no insulinodependiente,19,11,8
2020,Retalhuleu,Otras anemias,16,11,5
2020,Retalhuleu,Otras sepsis,13,7,6
2020,Retalhuleu,Otros trastornos del encéfalo,13,8,5
2020,Retalhuleu,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","1,151",645,506
2020,Retalhuleu,Otras causas,398,222,176
2020,San Marcos,Infarto agudo del miocardio,611,358,253
2020,San Marcos,"Neumonía, organismo no especificado",425,267,158
2020,San Marcos,"Diabetes mellitus, no especificada",412,181,231
2020,San Marcos,SARS-CoV2/COVID-19,347,237,110
2020,San Marcos,Fibrosis y cirrosis del hígado,227,150,77
2020,San Marcos,Insuficiencia cardíaca,155,84,71
2020,San Marcos,Diabetes mellitus no insulinodependiente,153,70,83
2020,San Marcos,Enfermedad renal crónica,149,82,67
2020,San Marcos,Tumor maligno del hígado y de las vías biliares intrahepáticas,143,72,71
2020,San Marcos,Exposición a factores no especificados,124,92,32
2020,San Marcos,Otras gastroenteritis y colitis de origen infeccioso y no especificado,112,64,48
2020,San Marcos,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",104,59,45
2020,San Marcos,"Envenenamiento accidental por, y exposición al alcohol",100,88,12
2020,San Marcos,Otros trastornos del encéfalo,92,54,38
2020,San Marcos,Úlcera gástrica,83,38,45
2020,San Marcos,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",600,358,242
2020,San Marcos,Otras causas,"1,817","1,071",746
2020,Huehuetenango,Infarto agudo del miocardio,548,323,225
2020,Huehuetenango,"Diabetes mellitus, no especificada",378,148,230
2020,Huehuetenango,"Neumonía, organismo no especificado",317,176,141
2020,Huehuetenango,SARS-CoV2/COVID-19,291,209,82
2020,Huehuetenango,Otras gastroenteritis y colitis de origen infeccioso y no especificado,162,77,85
2020,Huehuetenango,Otras enfermedades cerebrovasculares,156,83,73
2020,Huehuetenango,Diabetes mellitus no insulinodependiente,154,51,103
2020,Huehuetenango,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",152,90,62
2020,Huehuetenango,Fibrosis y cirrosis del hígado,126,82,44
2020,Huehuetenango,Tumor maligno del estómago,114,66,48
2020,Huehuetenango,Exposición a factores no especificados,110,92,18
2020,Huehuetenango,Tumor maligno del hígado y de las vías biliares intrahepáticas,100,57,43
2020,Huehuetenango,Enfermedad renal crónica,93,45,48
2020,Huehuetenango,Insuficiencia cardíaca,91,50,41
2020,Huehuetenango,"Envenenamiento accidental por, y exposición al alcohol",71,65,6
2020,Huehuetenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",180,88,92
2020,Huehuetenango,Otras causas,"1,721",971,750
2020,Quiche,"Diabetes mellitus, no especificada",284,136,148
2020,Quiche,Infarto agudo del miocardio,237,129,108
2020,Quiche,"Neumonía, organismo no especificado",208,120,88
2020,Quiche,SARS-CoV2/COVID-19,180,139,41
2020,Quiche,Diabetes mellitus no insulinodependiente,179,98,81
2020,Quiche,Otras gastroenteritis y colitis de origen infeccioso y no especificado,102,40,62
2020,Quiche,Fibrosis y cirrosis del hígado,102,70,32
2020,Quiche,"Envenenamiento accidental por, y exposición al alcohol",101,96,5
2020,Quiche,Exposición a factores no especificados,95,75,20
2020,Quiche,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",74,34,40
2020,Quiche,Enfermedad renal crónica,72,45,27
2020,Quiche,Tumor maligno del hígado y de las vías biliares intrahepáticas,68,33,35
2020,Quiche,Tumor maligno del estómago,65,34,31
2020,Quiche,Trastornos mentales y del comportamiento debidos al uso de alcohol,65,62,3
2020,Quiche,Hipertensión esencial (primaria),60,28,32
2020,Quiche,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",942,483,459
2020,Quiche,Otras causas,"1,359",728,631
2020,Baja Verapaz,Infarto agudo del miocardio,169,87,82
2020,Baja Verapaz,"Diabetes mellitus, no especificada",106,43,63
2020,Baja Verapaz,SARS-CoV2/COVID-19,100,69,31
2020,Baja Verapaz,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",89,41,48
2020,Baja Verapaz,"Neumonía, organismo no especificado",69,37,32
2020,Baja Verapaz,Exposición a factores no especificados,52,36,16
2020,Baja Verapaz,Hipertensión esencial (primaria),47,25,22
2020,Baja Verapaz,Tumor maligno del estómago,35,22,13
2020,Baja Verapaz,Diabetes mellitus no insulinodependiente,35,9,26
2020,Baja Verapaz,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",26,21,5
2020,Baja Verapaz,Enfermedad renal crónica,25,12,13
2020,Baja Verapaz,Tumor maligno del hígado y de las vías biliares intrahepáticas,24,12,12
2020,Baja Verapaz,Otras gastroenteritis y colitis de origen infeccioso y no especificado,23,11,12
2020,Baja Verapaz,Fibrosis y cirrosis del hígado,23,15,8
2020,Baja Verapaz,Otras enfermedades pulmonares obstructivas crónicas,16,5,11
2020,Baja Verapaz,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",125,58,67
2020,Baja Verapaz,Otras causas,461,238,223
2020,Alta Verapaz,Otras gastroenteritis y colitis de origen infeccioso y no especificado,537,287,250
2020,Alta Verapaz,Infarto agudo del miocardio,453,238,215
2020,Alta Verapaz,"Neumonía, organismo no especificado",374,178,196
2020,Alta Verapaz,"Diabetes mellitus, no especificada",245,92,153
2020,Alta Verapaz,Fibrosis y cirrosis del hígado,158,79,79
2020,Alta Verapaz,SARS-CoV2/COVID-19,142,106,36
2020,Alta Verapaz,Exposición a factores no especificados,127,111,16
2020,Alta Verapaz,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",110,63,47
2020,Alta Verapaz,Diabetes mellitus no insulinodependiente,108,45,63
2020,Alta Verapaz,Tumor maligno del hígado y de las vías biliares intrahepáticas,107,51,56
2020,Alta Verapaz,Tumor maligno del estómago,81,33,48
2020,Alta Verapaz,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",75,65,10
2020,Alta Verapaz,"Desnutrición proteicocalórica, no especificada",70,34,36
2020,Alta Verapaz,Úlcera gástrica,70,32,38
2020,Alta Verapaz,Otras sepsis,63,24,39
2020,Alta Verapaz,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",157,73,84
2020,Alta Verapaz,Otras causas,"1,774",947,827
2020,Peten,"Diabetes mellitus, no especificada",254,106,148
2020,Peten,SARS-CoV2/COVID-19,173,115,58
2020,Peten,Infarto agudo del miocardio,167,110,57
2020,Peten,"Agresión con disparo de otras armas de fuego, y las no especificadas",98,88,10
2020,Peten,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",71,58,13
2020,Peten,Fibrosis y cirrosis del hígado,67,37,30
2020,Peten,Diabetes mellitus no insulinodependiente,58,22,36
2020,Peten,"Neumonía, organismo no especificado",58,42,16
2020,Peten,Exposición a factores no especificados,50,42,8
2020,Peten,Tumor maligno del hígado y de las vías biliares intrahepáticas,45,18,27
2020,Peten,Otros trastornos del encéfalo,42,26,16
2020,Peten,Tumor maligno de la próstata,36,36,-
2020,Peten,Hipertensión esencial (primaria),36,20,16
2020,Peten,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",35,20,15
2020,Peten,Tumor maligno del estómago,33,18,15
2020,Peten,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",225,139,86
2020,Peten,Otras causas,858,473,385
2020,Izabal,Infarto agudo del miocardio,422,234,188
2020,Izabal,SARS-CoV2/COVID-19,225,158,67
2020,Izabal,"Diabetes mellitus, no especificada",169,65,104
2020,Izabal,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",105,88,17
2020,Izabal,"Neumonía, organismo no especificado",74,45,29
2020,Izabal,"Agresión con disparo de otras armas de fuego, y las no especificadas",72,63,9
2020,Izabal,Fibrosis y cirrosis del hígado,69,37,32
2020,Izabal,"Disparo de otras armas de fuego, y las no especificadas",55,49,6
2020,Izabal,Exposición a factores no especificados,51,46,5
2020,Izabal,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",43,25,18
2020,Izabal,Diabetes mellitus no insulinodependiente,36,15,21
2020,Izabal,Otras sepsis,35,18,17
2020,Izabal,Otras gastroenteritis y colitis de origen infeccioso y no especificado,34,15,19
2020,Izabal,Enfermedad renal crónica,32,17,15
2020,Izabal,Insuficiencia cardíaca,31,14,17
2020,Izabal,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",265,135,130
2020,Izabal,Otras causas,769,438,331
2020,Zacapa,Infarto agudo del miocardio,267,156,111
2020,Zacapa,SARS-CoV2/COVID-19,142,82,60
2020,Zacapa,"Diabetes mellitus, no especificada",104,45,59
2020,Zacapa,Diabetes mellitus no insulinodependiente,61,25,36
2020,Zacapa,Otras enfermedades cerebrovasculares,61,31,30
2020,Zacapa,Exposición a factores no especificados,54,46,8
2020,Zacapa,Fibrosis y cirrosis del hígado,48,32,16
2020,Zacapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",46,20,26
2020,Zacapa,"Neumonía, organismo no especificado",34,20,14
2020,Zacapa,Enfermedad renal crónica,33,17,16
2020,Zacapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,32,18,14
2020,Zacapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",30,27,3
2020,Zacapa,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",28,25,3
2020,Zacapa,Insuficiencia cardíaca,27,16,11
2020,Zacapa,Tumor maligno del estómago,22,14,8
2020,Zacapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",65,31,34
2020,Zacapa,Otras causas,533,295,238
2020,Chiquimula,Infarto agudo del miocardio,298,162,136
2020,Chiquimula,"Diabetes mellitus, no especificada",131,60,71
2020,Chiquimula,SARS-CoV2/COVID-19,117,88,29
2020,Chiquimula,"Agresión con disparo de otras armas de fuego, y las no especificadas",96,88,8
2020,Chiquimula,"Neumonía, organismo no especificado",89,53,36
2020,Chiquimula,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",72,38,34
2020,Chiquimula,Fibrosis y cirrosis del hígado,53,33,20
2020,Chiquimula,Insuficiencia cardíaca,51,35,16
2020,Chiquimula,Tumor maligno del estómago,49,23,26
2020,Chiquimula,Diabetes mellitus no insulinodependiente,49,24,25
2020,Chiquimula,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",35,33,2
2020,Chiquimula,Otras enfermedades pulmonares obstructivas crónicas,34,15,19
2020,Chiquimula,Enfermedad renal crónica,32,14,18
2020,Chiquimula,Exposición a factores no especificados,30,22,8
2020,Chiquimula,Agresión con objeto cortante,29,27,2
2020,Chiquimula,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",142,91,51
2020,Chiquimula,Otras causas,715,405,310
2020,Jalapa,Infarto agudo del miocardio,110,57,53
2020,Jalapa,"Diabetes mellitus, no especificada",84,32,52
2020,Jalapa,Otros trastornos del encéfalo,83,46,37
2020,Jalapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",75,65,10
2020,Jalapa,"Neumonía, organismo no especificado",60,35,25
2020,Jalapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",54,26,28
2020,Jalapa,SARS-CoV2/COVID-19,51,33,18
2020,Jalapa,Exposición a factores no especificados,42,37,5
2020,Jalapa,Otros trastornos y los no especificados del sistema circulatorio,41,26,15
2020,Jalapa,Tumor maligno del estómago,30,14,16
2020,Jalapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,30,14,16
2020,Jalapa,Insuficiencia cardíaca,27,11,16
2020,Jalapa,Insuficiencia renal no especificada,27,12,15
2020,Jalapa,Tumor maligno de la próstata,26,26,-
2020,Jalapa,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",25,25,-
2020,Jalapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",345,189,156
2020,Jalapa,Otras causas,539,283,256
2020,Jutiapa,Infarto agudo del miocardio,574,328,246
2020,Jutiapa,"Diabetes mellitus, no especificada",205,80,125
2020,Jutiapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",174,87,87
2020,Jutiapa,SARS-CoV2/COVID-19,134,100,34
2020,Jutiapa,Diabetes mellitus no insulinodependiente,121,54,67
2020,Jutiapa,Tumor maligno del estómago,90,40,50
2020,Jutiapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",89,79,10
2020,Jutiapa,Enfermedad renal crónica,88,52,36
2020,Jutiapa,"Neumonía, organismo no especificado",72,41,31
2020,Jutiapa,Exposición a factores no especificados,63,49,14
2020,Jutiapa,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",58,47,11
2020,Jutiapa,Fibrosis y cirrosis del hígado,57,36,21
2020,Jutiapa,Insuficiencia cardíaca,52,19,33
2020,Jutiapa,Tumor maligno de la próstata,48,48,-
2020,Jutiapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,43,17,26
2020,Jutiapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",178,100,78
2020,Jutiapa,Otras causas,873,487,386
2021,Guatemala,SARS-CoV2/COVID 19,"5,226","3,283","1,943"
2021,Guatemala,Infarto agudo del miocardio,"2,641","1,434","1,207"
2021,Guatemala,"Diabetes mellitus, no especificada","2,341","1,071","1,27"
2021,Guatemala,Fibrosis y cirrosis del hígado,"1,061",754,307
