Año,Edad,Causa de muerte,Total,Hombres,Mujeres
2018,5 - 9 años,Leucemia linfoide,22,13,9
2018,5 - 9 años,Otras sepsis,19,7,12
2018,5 - 9 años,"Exposición a humos, fuegos o llamas no especificados",19,9,10
2018,5 - 9 años,Otros trastornos del encéfalo,16,10,6
2018,5 - 9 años,Parálisis cerebral,13,9,4
2018,5 - 9 años,Obstrucción no especificada de la respiración,13,7,6
2018,5 - 9 años,Tumor maligno del encéfalo,12,4,8
2018,5 - 9 años,Ahogamiento y sumersión no especificados,11,9,2
2018,5 - 9 años,Coagulación intravascular diseminada [síndrome de desfibrinación],9,5,4
2018,5 - 9 años,Hidrocéfalo,9,3,6
2018,5 - 9 años,Otros trastornos respiratorios,8,4,4
2018,5 - 9 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",63,36,27
2018,5 - 9 años,Otras causas,273,132,141
2018,10 - 14 años,"Neumonía, organismo no especificado",58,40,18
2018,10 - 14 años,Exposición a factores no especificados,52,31,21
2018,10 - 14 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",39,28,11
2018,10 - 14 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",31,19,12
2018,10 - 14 años,Leucemia linfoide,26,13,13
2018,10 - 14 años,Otros estrangulamientos y ahorcamientos accidentales,23,11,12
2018,10 - 14 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,22,10,12
2018,10 - 14 años,"Exposición a humos, fuegos o llamas no especificados",21,5,16
2018,10 - 14 años,Ahogamiento y sumersión no especificados,19,13,6
2018,10 - 14 años,Epilepsia,18,11,7
2018,10 - 14 años,Enfermedad renal crónica,16,8,8
2018,10 - 14 años,"Disparo de otras armas de fuego, y las no especificadas",15,10,5
2018,10 - 14 años,Otros trastornos del encéfalo,12,6,6
2018,10 - 14 años,Complicaciones y descripciones mal definidas de enfermedad cardíaca,12,7,5
2018,10 - 14 años,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",11,7,4
2018,10 - 14 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",89,37,52
2018,10 - 14 años,Otras causas,305,155,150
2018,15 - 19 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",432,370,62
2018,15 - 19 años,Exposición a factores no especificados,173,149,24
2018,15 - 19 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",144,119,25
2018,15 - 19 años,"Disparo de otras armas de fuego, y las no especificadas",114,99,15
2018,15 - 19 años,"Neumonía, organismo no especificado",65,39,26
2018,15 - 19 años,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",53,35,18
2018,15 - 19 años,Otros estrangulamientos y ahorcamientos accidentales,48,34,14
2018,15 - 19 años,Ahogamiento y sumersión no especificados,40,33,7
2018,15 - 19 años,Enfermedad renal crónica,37,20,17
2018,15 - 19 años,"Agresión por ahorcamiento, estrangulamiento y sofocación",35,17,18
2018,15 - 19 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,34,24,10
2018,15 - 19 años,Leucemia linfoide,31,19,12
2018,15 - 19 años,"Exposición a humos, fuegos o llamas no especificados",30,18,12
2018,15 - 19 años,"Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas",30,14,16
2018,15 - 19 años,Infarto agudo del miocardio,27,18,9
2018,15 - 19 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",139,80,59
2018,15 - 19 años,Otras causas,662,369,293
2018,20 - 24 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",502,452,50
2018,20 - 24 años,Exposición a factores no especificados,308,283,25
2018,20 - 24 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",262,233,29
2018,20 - 24 años,"Disparo de otras armas de fuego, y las no especificadas",166,147,19
2018,20 - 24 años,"Neumonía, organismo no especificado",63,39,24
2018,20 - 24 años,Enfermedad renal crónica,54,31,23
2018,20 - 24 años,Otros estrangulamientos y ahorcamientos accidentales,49,40,9
2018,20 - 24 años,Agresión por medios no especificados,45,39,6
2018,20 - 24 años,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",44,37,7
2018,20 - 24 años,Agresión con objeto cortante,44,35,9
2018,20 - 24 años,Infarto agudo del miocardio,43,24,19
2018,20 - 24 años,Ahogamiento y sumersión no especificados,39,37,2
2018,20 - 24 años,"Envenenamiento accidental por, y exposición al alcohol",35,34,1
2018,20 - 24 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,30,16,14
2018,20 - 24 años,"Exposición a humos, fuegos o llamas no especificados",27,12,15
2018,20 - 24 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",184,110,74
2018,20 - 24 años,Otras causas,916,533,383
2018,25 - 29 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",417,384,33
2018,25 - 29 años,Exposición a factores no especificados,311,273,38
2018,25 - 29 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",238,217,21
2018,25 - 29 años,"Disparo de otras armas de fuego, y las no especificadas",110,103,7
2018,25 - 29 años,"Neumonía, organismo no especificado",69,42,27
2018,25 - 29 años,Infarto agudo del miocardio,56,44,12
2018,25 - 29 años,"Envenenamiento accidental por, y exposición al alcohol",51,47,4
2018,25 - 29 años,Fibrosis y cirrosis del hígado,46,39,7
2018,25 - 29 años,Otros estrangulamientos y ahorcamientos accidentales,38,34,4
2018,25 - 29 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,34,12,22
2018,25 - 29 años,Agresión con objeto cortante,34,30,4
2018,25 - 29 años,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",33,30,3
2018,25 - 29 años,Agresión por medios no especificados,29,24,5
2018,25 - 29 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,27,24,3
2018,25 - 29 años,Ahogamiento y sumersión no especificados,27,26,1
2018,25 - 29 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",182,124,58
2018,25 - 29 años,Otras causas,948,537,411
2018,30 - 34 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",311,268,43
2018,30 - 34 años,Exposición a factores no especificados,213,193,20
2018,30 - 34 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",175,156,19
2018,30 - 34 años,Fibrosis y cirrosis del hígado,98,82,16
2018,30 - 34 años,"Disparo de otras armas de fuego, y las no especificadas",97,87,10
2018,30 - 34 años,"Neumonía, organismo no especificado",80,52,28
2018,30 - 34 años,"Envenenamiento accidental por, y exposición al alcohol",66,59,7
2018,30 - 34 años,"Diabetes mellitus, no especificada",63,32,31
2018,30 - 34 años,Infarto agudo del miocardio,57,37,20
2018,30 - 34 años,Enfermedad alcohólica del hígado,57,52,5
2018,30 - 34 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,37,35,2
2018,30 - 34 años,Enfermedad renal crónica,36,21,15
2018,30 - 34 años,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",35,25,10
2018,30 - 34 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",28,8,20
2018,30 - 34 años,Ahogamiento y sumersión no especificados,28,26,2
2018,30 - 34 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",220,138,82
2018,30 - 34 años,Otras causas,947,529,418
2018,35 - 39 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",295,257,38
2018,35 - 39 años,Exposición a factores no especificados,219,191,28
2018,35 - 39 años,Fibrosis y cirrosis del hígado,151,131,20
2018,35 - 39 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",132,109,23
2018,35 - 39 años,"Envenenamiento accidental por, y exposición al alcohol",110,100,10
2018,35 - 39 años,"Diabetes mellitus, no especificada",106,62,44
2018,35 - 39 años,"Neumonía, organismo no especificado",93,51,42
2018,35 - 39 años,Enfermedad alcohólica del hígado,93,84,9
2018,35 - 39 años,Infarto agudo del miocardio,87,51,36
2018,35 - 39 años,"Disparo de otras armas de fuego, y las no especificadas",79,73,6
2018,35 - 39 años,Enfermedad renal crónica,50,26,24
2018,35 - 39 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,49,44,5
2018,35 - 39 años,Tumor maligno del estómago,39,19,20
2018,35 - 39 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,35,24,11
2018,35 - 39 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",231,143,88
2018,35 - 39 años,Otras causas,1213,665,548
2018,40 - 44 años,Fibrosis y cirrosis del hígado,209,161,48
2018,40 - 44 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",205,176,29
2018,40 - 44 años,Exposición a factores no especificados,186,158,28
2018,40 - 44 años,"Diabetes mellitus, no especificada",153,61,92
2018,40 - 44 años,Infarto agudo del miocardio,127,78,49
2018,40 - 44 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",115,94,21
2018,40 - 44 años,"Neumonía, organismo no especificado",108,60,48
2018,40 - 44 años,"Envenenamiento accidental por, y exposición al alcohol",92,82,10
2018,40 - 44 años,Enfermedad renal crónica,80,45,35
2018,40 - 44 años,Enfermedad alcohólica del hígado,67,61,6
2018,40 - 44 años,Diabetes mellitus no insulinodependiente,62,30,32
2018,40 - 44 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,57,47,10
2018,40 - 44 años,Tumor maligno del estómago,50,13,37
2018,40 - 44 años,Otras enfermedades del sistema digestivo,47,30,17
2018,40 - 44 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,43,25,18
2018,40 - 44 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",307,198,109
2018,40 - 44 años,Otras causas,1236,658,578
2018,45 - 49 años,"Diabetes mellitus, no especificada",262,115,147
2018,45 - 49 años,Fibrosis y cirrosis del hígado,232,174,58
2018,45 - 49 años,Infarto agudo del miocardio,160,103,57
2018,45 - 49 años,Exposición a factores no especificados,152,136,16
2018,45 - 49 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",127,109,18
2018,45 - 49 años,Diabetes mellitus no insulinodependiente,114,51,63
2018,45 - 49 años,"Neumonía, organismo no especificado",113,58,55
2018,45 - 49 años,Enfermedad alcohólica del hígado,104,88,16
2018,45 - 49 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",89,70,19
2018,45 - 49 años,"Envenenamiento accidental por, y exposición al alcohol",76,70,6
2018,45 - 49 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,71,67,4
2018,45 - 49 años,Enfermedad renal crónica,71,38,33
2018,45 - 49 años,Tumor maligno del estómago,66,25,41
2018,45 - 49 años,Insuficiencia renal no especificada,53,29,24
2018,45 - 49 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",309,178,131
2018,45 - 49 años,Otras causas,127,671,599
2018,50 - 54 años,"Diabetes mellitus, no especificada",355,145,210
2018,50 - 54 años,Fibrosis y cirrosis del hígado,247,181,66
2018,50 - 54 años,Infarto agudo del miocardio,212,128,84
2018,50 - 54 años,"Neumonía, organismo no especificado",165,95,70
2018,50 - 54 años,Diabetes mellitus no insulinodependiente,155,54,101
2018,50 - 54 años,Exposición a factores no especificados,146,126,20
2018,50 - 54 años,Enfermedad renal crónica,129,59,70
2018,50 - 54 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",92,71,21
2018,50 - 54 años,Tumor maligno del estómago,78,42,36
2018,50 - 54 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,78,33,45
2018,50 - 54 años,Enfermedad alcohólica del hígado,76,61,15
2018,50 - 54 años,"Envenenamiento accidental por, y exposición al alcohol",76,71,5
2018,50 - 54 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",69,55,14
2018,50 - 54 años,Insuficiencia renal no especificada,60,39,21
2018,50 - 54 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",52,29,23
2018,50 - 54 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",358,189,169
2018,50 - 54 años,Otras causas,1522,797,725
2018,55 - 59 años,"Diabetes mellitus, no especificada",547,219,328
2018,55 - 59 años,Fibrosis y cirrosis del hígado,343,213,130
2018,55 - 59 años,Infarto agudo del miocardio,287,164,123
2018,55 - 59 años,Diabetes mellitus no insulinodependiente,197,72,125
2018,55 - 59 años,"Neumonía, organismo no especificado",188,100,88
2018,55 - 59 años,Enfermedad renal crónica,156,64,92
2018,55 - 59 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,127,56,71
2018,55 - 59 años,Exposición a factores no especificados,116,94,22
2018,55 - 59 años,Tumor maligno del estómago,96,46,50
2018,55 - 59 años,Insuficiencia renal no especificada,81,56,25
2018,55 - 59 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",75,60,15
2018,55 - 59 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,74,34,40
2018,55 - 59 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",69,53,16
2018,55 - 59 años,Insuficiencia cardíaca,68,30,38
2018,55 - 59 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",68,35,33
2018,55 - 59 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",503,280,223
2018,55 - 59 años,Otras causas,1724,905,819
2018,60 - 64 años,"Diabetes mellitus, no especificada",672,256,416
2018,60 - 64 años,Infarto agudo del miocardio,371,214,157
2018,60 - 64 años,Fibrosis y cirrosis del hígado,328,179,149
2018,60 - 64 años,"Neumonía, organismo no especificado",274,124,150
2018,60 - 64 años,Diabetes mellitus no insulinodependiente,209,93,116
2018,60 - 64 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,180,71,109
2018,60 - 64 años,Enfermedad renal crónica,170,74,96
2018,60 - 64 años,Tumor maligno del estómago,139,77,62
2018,60 - 64 años,Exposición a factores no especificados,132,105,27
2018,60 - 64 años,Insuficiencia renal no especificada,113,55,58
2018,60 - 64 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",108,53,55
2018,60 - 64 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,87,40,47
2018,60 - 64 años,Otras enfermedades del sistema digestivo,74,37,37
2018,60 - 64 años,Insuficiencia cardíaca,69,26,43
2018,60 - 64 años,Enfermedad alcohólica del hígado,59,53,6
2018,60 - 64 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",553,287,266
2018,60 - 64 años,Otras causas,1997,1042,955
2018,65 - 69 años,"Diabetes mellitus, no especificada",649,261,388
2018,65 - 69 años,Infarto agudo del miocardio,468,269,199
2018,65 - 69 años,"Neumonía, organismo no especificado",343,173,170
2018,65 - 69 años,Fibrosis y cirrosis del hígado,317,165,152
2018,65 - 69 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,243,124,119
2018,65 - 69 años,Diabetes mellitus no insulinodependiente,225,96,129
2018,65 - 69 años,Enfermedad renal crónica,196,99,97
2018,65 - 69 años,Tumor maligno del estómago,149,64,85
2018,65 - 69 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",143,73,70
2018,65 - 69 años,Insuficiencia renal no especificada,134,65,69
2018,65 - 69 años,Insuficiencia cardíaca,125,64,61
2018,65 - 69 años,Exposición a factores no especificados,110,88,22
2018,65 - 69 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,105,57,48
2018,65 - 69 años,Otras enfermedades cerebrovasculares,74,36,38
2018,65 - 69 años,Hipertensión esencial (primaria),70,29,41
2018,65 - 69 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",752,373,379
2018,65 - 69 años,Otras causas,2133,1143,990
2018,70 - 74 años,"Diabetes mellitus, no especificada",605,204,401
2018,70 - 74 años,Infarto agudo del miocardio,580,332,248
2018,70 - 74 años,"Neumonía, organismo no especificado",428,212,216
2018,70 - 74 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,249,128,121
2018,70 - 74 años,Fibrosis y cirrosis del hígado,237,129,108
2018,70 - 74 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",201,99,102
2018,70 - 74 años,Diabetes mellitus no insulinodependiente,191,69,122
2018,70 - 74 años,Enfermedad renal crónica,158,85,73
2018,70 - 74 años,Tumor maligno del estómago,146,71,75
2018,70 - 74 años,Insuficiencia cardíaca,125,59,66
2018,70 - 74 años,Insuficiencia renal no especificada,115,52,63
2018,70 - 74 años,Exposición a factores no especificados,111,67,44
2018,70 - 74 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,104,56,48
2018,70 - 74 años,Otras enfermedades pulmonares obstructivas crónicas,104,48,56
2018,70 - 74 años,Otras enfermedades cerebrovasculares,79,38,41
2018,70 - 74 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",849,456,393
2018,70 - 74 años,Otras causas,2163,1131,1032
2018,75 - 79 años,Infarto agudo del miocardio,633,325,308
2018,75 - 79 años,"Neumonía, organismo no especificado",536,292,244
2018,75 - 79 años,"Diabetes mellitus, no especificada",461,165,296
2018,75 - 79 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",212,110,102
2018,75 - 79 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,199,99,100
2018,75 - 79 años,Diabetes mellitus no insulinodependiente,170,62,108
2018,75 - 79 años,Insuficiencia cardíaca,159,80,79
2018,75 - 79 años,Fibrosis y cirrosis del hígado,153,76,77
2018,75 - 79 años,Tumor maligno del estómago,149,69,80
2018,75 - 79 años,Enfermedad renal crónica,132,75,57
2018,75 - 79 años,Otras enfermedades pulmonares obstructivas crónicas,112,58,54
2018,75 - 79 años,Insuficiencia renal no especificada,107,49,58
2018,75 - 79 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,106,46,60
2018,75 - 79 años,Exposición a factores no especificados,93,53,40
2018,75 - 79 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1008,485,523
2018,75 - 79 años,Otras causas,2064,1051,1013
2018,80 - 84 años,Infarto agudo del miocardio,801,398,403
2018,80 - 84 años,"Neumonía, organismo no especificado",722,368,354
2018,80 - 84 años,"Diabetes mellitus, no especificada",363,133,230
2018,80 - 84 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",243,130,113
2018,80 - 84 años,Insuficiencia cardíaca,214,105,109
2018,80 - 84 años,Otras enfermedades pulmonares obstructivas crónicas,140,70,70
2018,80 - 84 años,Diabetes mellitus no insulinodependiente,134,53,81
2018,80 - 84 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,133,66,67
2018,80 - 84 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,132,71,61
2018,80 - 84 años,Otras enfermedades cerebrovasculares,129,48,81
2018,80 - 84 años,Tumor maligno del estómago,127,61,66
2018,80 - 84 años,Hipertensión esencial (primaria),123,54,69
2018,80 - 84 años,Enfermedad renal crónica,107,61,46
2018,80 - 84 años,Fibrosis y cirrosis del hígado,100,45,55
2018,80 - 84 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1242,596,646
2018,80 - 84 años,Otras causas,2056,1005,1051
2018,85 y más,Infarto agudo del miocardio,1605,772,833
2018,85 y más,"Neumonía, organismo no especificado",1461,744,717
2018,85 y más,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",482,223,259
2018,85 y más,Insuficiencia cardíaca,476,216,260
2018,85 y más,"Diabetes mellitus, no especificada",344,127,217
2018,85 y más,Otras enfermedades pulmonares obstructivas crónicas,276,142,134
2018,85 y más,"Desnutrición proteicocalórica, no especificada",259,110,149
2018,85 y más,Hipertensión esencial (primaria),258,93,165
2018,85 y más,Otras gastroenteritis y colitis de origen infeccioso y no especificado,206,84,122
2018,85 y más,Otras enfermedades cerebrovasculares,167,85,82
2018,85 y más,Exposición a factores no especificados,163,77,86
2018,85 y más,Enfermedad renal crónica,155,91,64
2018,85 y más,Diabetes mellitus no insulinodependiente,146,45,101
2018,85 y más,Tumor maligno del estómago,133,51,82
2018,85 y más,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2653,1255,1398
2018,85 y más,Otras causas,293,1305,1625
2019,1- 6 días,Dificultad respiratoria del recién nacido,395,245,150
2019,1- 6 días,Sepsis bacteriana del recién nacido,198,109,89
2019,1- 6 días,Neumonía congénita,153,89,64
2019,1- 6 días,Asfixia del nacimiento,130,71,59
2019,1- 6 días,Síndromes de aspiración neonatal,128,79,49
2019,1- 6 días,Trastornos cardiovasculares originados en el período perinatal,89,51,38
2019,1- 6 días,Otras malformaciones congénitas del corazón,74,46,28
2019,1- 6 días,"Otras malformaciones congénitas, no clasificadas en otra parte",68,36,32
2019,1- 6 días,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",61,36,25
2019,1- 6 días,Coagulación intravascular diseminada en el feto y el recién nacido,35,14,21
2019,1- 6 días,Hemorragia pulmonar originada en el período perinatal,34,22,12
2019,1- 6 días,Hernia diafragmática,25,12,13
2019,1- 6 días,"Otros problemas respiratorios del recién nacido, originados en el período perinatal",24,17,7
2019,1- 6 días,"Enfisema intersticial y afecciones relacionadas, originadas en el período perinatal",21,15,6
2019,1- 6 días,Hemorragia intracraneal no traumática del feto y del recién nacido,20,11,9
2019,1- 6 días,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",71,34,37
2019,1- 6 días,Otras causas,276,157,119
2019,7 - 27 días,Sepsis bacteriana del recién nacido,217,127,90
2019,7 - 27 días,Neumonía congénita,193,108,85
2019,7 - 27 días,Dificultad respiratoria del recién nacido,114,56,58
2019,7 - 27 días,Otras malformaciones congénitas del corazón,68,42,26
2019,7 - 27 días,Síndromes de aspiración neonatal,56,34,22
2019,7 - 27 días,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",54,29,25
2019,7 - 27 días,Coagulación intravascular diseminada en el feto y el recién nacido,50,24,26
2019,7 - 27 días,Enterocolitis necrotizante del feto y del recién nacido,46,26,20
2019,7 - 27 días,Asfixia del nacimiento,45,29,16
2019,7 - 27 días,Trastornos cardiovasculares originados en el período perinatal,39,17,22
2019,7 - 27 días,"Otras malformaciones congénitas, no clasificadas en otra parte",37,15,22
2019,7 - 27 días,Hemorragia pulmonar originada en el período perinatal,30,18,12
2019,7 - 27 días,"Otros problemas respiratorios del recién nacido, originados en el período perinatal",22,14,8
2019,7 - 27 días,Otros trastornos perinatales del sistema digestivo,20,12,8
2019,7 - 27 días,Hemorragia intracraneal no traumática del feto y del recién nacido,19,13,6
2019,7 - 27 días,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",73,41,32
2019,7 - 27 días,Otras causas,277,154,123
2019,28 días a menos de 1 año,"Neumonía, organismo no especificado",876,478,398
2019,28 días a menos de 1 año,Otras gastroenteritis y colitis de origen infeccioso y no especificado,349,199,150
2019,28 días a menos de 1 año,Otras malformaciones congénitas del corazón,195,100,95
2019,28 días a menos de 1 año,Otras sepsis,173,107,66
2019,28 días a menos de 1 año,Coagulación intravascular diseminada [síndrome de desfibrinación],59,32,27
2019,28 días a menos de 1 año,"Desnutrición proteicocalórica severa, no especificada",57,30,27
2019,28 días a menos de 1 año,"Neumonía bacteriana, no clasificada en otra parte",52,30,22
2019,28 días a menos de 1 año,Síndrome de dificultad respiratoria del adulto,49,26,23
2019,28 días a menos de 1 año,Malformaciones congénitas del pulmón,47,18,29
2019,28 días a menos de 1 año,Síndrome de Down,41,21,20
2019,28 días a menos de 1 año,"Desnutrición proteicocalórica, no especificada",39,24,15
2019,28 días a menos de 1 año,Obstrucción no especificada de la respiración,39,23,16
2019,28 días a menos de 1 año,Otros trastornos respiratorios,38,20,18
2019,28 días a menos de 1 año,Depleción del volumen,36,26,10
2019,28 días a menos de 1 año,"Otras malformaciones congénitas, no clasificadas en otra parte",35,21,14
2019,28 días a menos de 1 año,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",428,219,209
2019,28 días a menos de 1 año,Otras causas,1029,559,470
2019,1 año,"Neumonía, organismo no especificado",260,135,125
2019,1 año,Otras gastroenteritis y colitis de origen infeccioso y no especificado,259,133,126
2019,1 año,Otras sepsis,36,24,12
2019,1 año,"Desnutrición proteicocalórica severa, no especificada",31,18,13
2019,1 año,"Neumonía bacteriana, no clasificada en otra parte",23,14,9
2019,1 año,Otras malformaciones congénitas del corazón,23,15,8
2019,1 año,"Desnutrición proteicocalórica, no especificada",22,10,12
2019,1 año,Coagulación intravascular diseminada [síndrome de desfibrinación],21,7,14
2019,1 año,"Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácido-básico",21,15,6
2019,1 año,Depleción del volumen,16,5,11
2019,1 año,Obstrucción no especificada de la respiración,16,8,8
2019,1 año,Exposición a factores no especificados,14,7,7
2019,1 año,Otras infecciones intestinales bacterianas,12,4,8
2019,1 año,Parálisis cerebral,12,7,5
2019,1 año,Epilepsia,11,8,3
2019,1 año,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",146,76,70
2019,1 año,Otras causas,289,159,130
2019,2 años,"Neumonía, organismo no especificado",93,46,47
2019,2 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,88,52,36
2019,2 años,"Desnutrición proteicocalórica severa, no especificada",15,8,7
2019,2 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",13,6,7
2019,2 años,Parálisis cerebral,12,6,6
2019,2 años,Exposición a factores no especificados,12,9,3
2019,2 años,Otras sepsis,10,5,5
2019,2 años,Otros trastornos respiratorios,10,6,4
2019,2 años,"Exposición a humos, fuegos o llamas no especificados",10,6,4
2019,2 años,"Neumonía bacteriana, no clasificada en otra parte",9,5,4
2019,2 años,"Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácido-básico",8,5,3
2019,2 años,Otras malformaciones congénitas del corazón,7,4,3
2019,2 años,Ahogamiento y sumersión no especificados,6,5,1
2019,2 años,Obstrucción no especificada de la respiración,5,4,1
2019,2 años,Leucemia mieloide,4,2,2
2019,2 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",40,21,19
2019,2 años,Otras causas,145,71,74
2019,3 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,42,26,16
2019,3 años,"Neumonía, organismo no especificado",38,19,19
2019,3 años,Otras sepsis,11,3,8
2019,3 años,Exposición a factores no especificados,11,7,4
2019,3 años,Epilepsia,6,3,3
2019,3 años,Parálisis cerebral,6,3,3
2019,3 años,Íleo paralítico y obstrucción intestinal sin hernia,6,3,3
2019,3 años,Otras malformaciones congénitas del corazón,6,4,2
2019,3 años,Ahogamiento y sumersión no especificados,5,4,1
2019,3 años,"Exposición a humos, fuegos o llamas no especificados",5,4,1
2019,3 años,"Desnutrición proteicocalórica severa, no especificada",4,2,2
2019,3 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",4,1,3
2019,3 años,Tumor maligno del ojo y sus anexos,3,1,2
2019,3 años,Otras anemias aplásticas,3,1,2
2019,3 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",31,11,20
2019,3 años,Otras causas,91,42,49
2019,4 años,"Neumonía, organismo no especificado",22,12,10
2019,4 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,20,12,8
2019,4 años,Otras sepsis,9,4,5
2019,4 años,Epilepsia,9,4,5
2019,4 años,Fiebre del dengue [dengue clásico],8,2,6
2019,4 años,Fiebre del dengue hemorrágico,7,3,4
