Año,Tipo,Departamento_residencia,Todas las causas,Total,Hombres,Mujeres,Ignorado
2019,Externos,Huehuetenango,Síndrome del colon irritable,308,71,237,
2019,Externos,Huehuetenango,Gastritis y duodenitis,307,110,197,
2019,Externos,Huehuetenango,Otras infecciones intestinales bacterianas,295,154,141,
2019,Externos,Huehuetenango,Otitis media supurativa y la no especificada,295,136,159,
2019,Externos,Huehuetenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1999,766,1233,
2019,Externos,Huehuetenango,Otras causas,12664,5144,7520,
2019,Externos,Quiché,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,3537,90,3447,
2019,Externos,Quiché,Enfermedad renal crónica,1739,1185,554,
2019,Externos,Quiché,Leucemia linfoide,1315,888,427,
2019,Externos,Quiché,"Estado de embarazo, incidental",1102,,1102,
2019,Externos,Quiché,Otras gastroenteritis y colitis de origen infeccioso y no especificado,1066,438,627,1
2019,Externos,Quiché,Otros trastornos del sistema urinario,1011,129,881,1
2019,Externos,Quiché,Supervisión de embarazo normal,805,,805,
2019,Externos,Quiché,Otros trastornos no inflamatorios de la vagina,749,,749,
2019,Externos,Quiché,Atención para la anticoncepción,728,2,726,
2019,Externos,Quiché,"Personas en contacto con los servicios de salud por otras consultas y consejos médicos, no clasificados en otra parte",662,238,424,
2019,Externos,Quiché,Hipertensión esencial (primaria),619,192,427,
2019,Externos,Quiché,"Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados",613,274,339,
2019,Externos,Quiché,"Diabetes mellitus, no especificada",553,210,343,
2019,Externos,Quiché,Gastritis y duodenitis,543,176,367,
2019,Externos,Quiché,Amigdalitis aguda,516,232,284,
2019,Externos,Quiché,Otras afecciones inflamatorias de la vagina y de la vulva,418,,418,
2019,Externos,Quiché,Dorsalgia,407,196,211,
2019,Externos,Quiché,"Menstruación excesiva, frecuente e irregular",405,,405,
2019,Externos,Quiché,Rinofaringitis aguda [resfriado común],386,171,215,
2019,Externos,Quiché,Otras enfermedades del estómago y del duodeno,360,128,231,1
2019,Externos,Quiché,Síndrome del colon irritable,325,49,276,
2019,Externos,Quiché,"Parasitosis intestinal, sin otra especificación",286,109,177,
2019,Externos,Quiché,Otros estados postquirúrgicos,278,146,132,
2019,Externos,Quiché,Trastornos de la acomodación y de la refracción,265,122,143,
2019,Externos,Quiché,Personas en contacto con los servicios de salud por otras circunstancias,260,142,118,
2019,Externos,Quiché,Otitis media supurativa y la no especificada,239,109,130,
2019,Externos,Quiché,"Otros trastornos de los tejidos blandos, no clasificados en otra parte",235,59,176,
2019,Externos,Quiché,"Neumonía, organismo no especificado",216,80,136,
2019,Externos,Quiché,Enfermedad inflamatoria del cuello uterino,214,,214,
2019,Externos,Quiché,Glaucoma,198,92,106,
2019,Externos,Quiché,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2358,711,1647,
2019,Externos,Quiché,Otras causas,12876,4934,7941,1
2019,Externos,Baja Verapaz,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,704,50,654,
2019,Externos,Baja Verapaz,Otros trastornos del sistema urinario,594,88,506,
2019,Externos,Baja Verapaz,Caries dental,577,227,350,
2019,Externos,Baja Verapaz,Fiebre del dengue [dengue clásico],436,210,226,
2019,Externos,Baja Verapaz,Amigdalitis aguda,426,196,230,
2019,Externos,Baja Verapaz,Otras gastroenteritis y colitis de origen infeccioso y no especificado,402,173,229,
2019,Externos,Baja Verapaz,Hipertensión esencial (primaria),365,181,184,
2019,Externos,Baja Verapaz,"Estado de embarazo, incidental",348,,348,
2019,Externos,Baja Verapaz,Leucemia linfoide,307,120,187,
2019,Externos,Baja Verapaz,Glaucoma,269,132,137,
2019,Externos,Baja Verapaz,Supervisión de embarazo normal,266,,266,
2019,Externos,Baja Verapaz,"Diabetes mellitus, no especificada",237,108,129,
2019,Externos,Baja Verapaz,"Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados",237,91,146,
2019,Externos,Baja Verapaz,Trastornos de la acomodación y de la refracción,217,88,129,
2019,Externos,Baja Verapaz,Otros estados postquirúrgicos,189,100,89,
2019,Externos,Baja Verapaz,Gastritis y duodenitis,186,55,131,
2019,Externos,Baja Verapaz,Otras enfermedades del estómago y del duodeno,181,62,119,
2019,Externos,Baja Verapaz,Conjuntivitis,159,72,87,
2019,Externos,Baja Verapaz,Infección bacteriana de sitio no especificado,156,43,113,
2019,Externos,Baja Verapaz,Enfermedades de la pulpa y de los tejidos periapicales,149,59,90,
2019,Externos,Baja Verapaz,Otras afecciones inflamatorias de la vagina y de la vulva,146,,146,
2019,Externos,Baja Verapaz,"Personas en contacto con los servicios de salud por otras consultas y consejos médicos, no clasificados en otra parte",145,53,92,
2019,Externos,Baja Verapaz,"Otros trastornos de los tejidos blandos, no clasificados en otra parte",143,46,97,
2019,Externos,Baja Verapaz,Acné,135,49,86,
2019,Externos,Baja Verapaz,Otitis media supurativa y la no especificada,133,57,76,
2019,Externos,Baja Verapaz,Gonartrosis [artrosis de la rodilla],133,46,87,
2019,Externos,Baja Verapaz,Examen general e investigación de personas sin quejas o sin diagnóstico informado,133,67,66,
2019,Externos,Baja Verapaz,"Neumonía, organismo no especificado",127,58,69,
2019,Externos,Baja Verapaz,"Otros trastornos articulares, no clasificados en otra parte",125,47,78,
2019,Externos,Baja Verapaz,Amebiasis,121,51,70,
2019,Externos,Baja Verapaz,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",706,275,431,
2019,Externos,Baja Verapaz,Otras causas,7456,3019,4437,
2019,Externos,Alta Verapaz,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,2634,69,2565,
2019,Externos,Alta Verapaz,Trastornos de la acomodación y de la refracción,1196,483,713,
2019,Externos,Alta Verapaz,Otros trastornos del sistema urinario,1179,150,1029,
2019,Externos,Alta Verapaz,Supervisión de embarazo normal,1129,,1129,
2019,Externos,Alta Verapaz,Otras gastroenteritis y colitis de origen infeccioso y no especificado,988,460,528,
2019,Externos,Alta Verapaz,"Estado de embarazo, incidental",920,,920,
2019,Externos,Alta Verapaz,Conjuntivitis,831,410,421,
2019,Externos,Alta Verapaz,Leucemia linfoide,490,249,241,
2019,Externos,Alta Verapaz,Otras afecciones inflamatorias de la vagina y de la vulva,452,,452,
2019,Externos,Alta Verapaz,Glaucoma,445,161,284,
2019,Externos,Alta Verapaz,Atención para la anticoncepción,391,,391,
2019,Externos,Alta Verapaz,Otros trastornos de la conjuntiva,379,180,199,
2019,Externos,Alta Verapaz,Traumatismo del ojo y de la órbita,349,257,92,
2019,Externos,Alta Verapaz,"Menstruación excesiva, frecuente e irregular",328,,328,
2019,Externos,Alta Verapaz,"Diabetes mellitus, no especificada",309,111,198,
2019,Externos,Alta Verapaz,Otros trastornos del ojo y sus anexos,306,148,156,2
2019,Externos,Alta Verapaz,Hipertensión esencial (primaria),300,84,216,
2019,Externos,Alta Verapaz,Cuerpo extraño en parte externa del ojo,252,225,27,
2019,Externos,Alta Verapaz,Otros trastornos no inflamatorios de la vagina,251,,251,
2019,Externos,Alta Verapaz,Rinofaringitis aguda [resfriado común],248,137,111,
2019,Externos,Alta Verapaz,Trastornos del aparato lagrimal,243,88,155,
2019,Externos,Alta Verapaz,Otras cataratas,242,108,134,
2019,Externos,Alta Verapaz,Enfermedad inflamatoria del cuello uterino,240,,240,
2019,Externos,Alta Verapaz,"Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados",230,104,126,
2019,Externos,Alta Verapaz,Examen general e investigación de personas sin quejas o sin diagnóstico informado,229,128,101,
2019,Externos,Alta Verapaz,"Neumonía, organismo no especificado",227,112,115,
2019,Externos,Alta Verapaz,Otras enfermedades del estómago y del duodeno,199,61,138,
2019,Externos,Alta Verapaz,Otros estados postquirúrgicos,198,98,99,1
2019,Externos,Alta Verapaz,Síndrome del colon irritable,193,28,165,
2019,Externos,Alta Verapaz,Dorsalgia,186,77,109,
2019,Externos,Alta Verapaz,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2224,756,1468,
2019,Externos,Alta Verapaz,Otras causas,8716,3612,5103,1
2019,Externos,Petén,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,2192,17,2175,
2019,Externos,Petén,Supervisión de embarazo normal,1163,,1163,
2019,Externos,Petén,Otros trastornos del sistema urinario,1126,185,941,
2019,Externos,Petén,Leucemia linfoide,964,504,460,
2019,Externos,Petén,Otros trastornos no inflamatorios de la vagina,957,,957,
2019,Externos,Petén,Hipertensión esencial (primaria),852,291,561,
2019,Externos,Petén,Otras gastroenteritis y colitis de origen infeccioso y no especificado,801,368,432,1
2019,Externos,Petén,"Estado de embarazo, incidental",613,,613,
2019,Externos,Petén,Otras afecciones inflamatorias de la vagina y de la vulva,612,,612,
2019,Externos,Petén,Enfermedad inflamatoria del cuello uterino,498,,498,
2019,Externos,Petén,"Diabetes mellitus, no especificada",462,167,295,
2019,Externos,Petén,Gastritis y duodenitis,454,208,246,
2019,Externos,Petén,Fiebre del dengue [dengue clásico],389,186,203,
2019,Externos,Petén,Síndrome del colon irritable,338,51,287,
2019,Externos,Petén,Atención para la anticoncepción,310,1,309,
2019,Externos,Petén,"Parasitosis intestinal, sin otra especificación",285,127,158,
2019,Externos,Petén,Amigdalitis aguda,263,120,143,
2019,Externos,Petén,Examen general e investigación de personas sin quejas o sin diagnóstico informado,235,109,126,
2019,Externos,Petén,Otros trastornos menopáusicos y perimenopáusicos,222,,222,
2019,Externos,Petén,Rinofaringitis aguda [resfriado común],215,92,123,
2019,Externos,Petén,Otras enfermedades pélvicas inflamatorias femeninas,207,,207,
2019,Externos,Petén,Disfunción ovárica,199,,199,
2019,Externos,Petén,Otras anemias,195,64,131,
2019,Externos,Petén,Otras enfermedades del estómago y del duodeno,192,54,138,
2019,Externos,Petén,Dorsalgia,190,94,96,
2019,Externos,Petén,Diabetes mellitus no insulinodependiente,181,52,129,
2019,Externos,Petén,"Menstruación excesiva, frecuente e irregular",176,,176,
2019,Externos,Petén,"Tumor maligno del riñón, excepto de la pelvis renal",155,93,62,
2019,Externos,Petén,Trastornos del metabolismo de las lipoproteínas y otras lipidemias,144,51,93,
2019,Externos,Petén,Leiomioma del útero,139,,139,
2019,Externos,Petén,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1464,455,1009,
2019,Externos,Petén,Otras causas,7206,2485,4721,
2019,Externos,Izabal,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,3692,46,3646,
2019,Externos,Izabal,Supervisión de embarazo normal,1386,,1386,
2019,Externos,Izabal,Otras afecciones inflamatorias de la vagina y de la vulva,783,,783,
2019,Externos,Izabal,Otros trastornos del sistema urinario,764,93,671,
2019,Externos,Izabal,"Estado de embarazo, incidental",740,,740,
2019,Externos,Izabal,Enfermedad inflamatoria del cuello uterino,714,,714,
2019,Externos,Izabal,Hipertensión esencial (primaria),584,174,410,
2019,Externos,Izabal,Atención para la anticoncepción,512,2,510,
2019,Externos,Izabal,"Personas en contacto con los servicios de salud por otras consultas y consejos médicos, no clasificados en otra parte",490,22,468,
2019,Externos,Izabal,"Diabetes mellitus, no especificada",467,155,312,
2019,Externos,Izabal,Otros trastornos no inflamatorios de la vagina,466,,466,
2019,Externos,Izabal,Síndrome del colon irritable,359,77,282,
2019,Externos,Izabal,Candidiasis,318,3,315,
2019,Externos,Izabal,Leucemia linfoide,312,79,233,
2019,Externos,Izabal,Otras enfermedades del estómago y del duodeno,294,98,196,
2019,Externos,Izabal,Otras gastroenteritis y colitis de origen infeccioso y no especificado,290,138,152,
2019,Externos,Izabal,"Trastornos no inflamatorios del ovario, de la trompa de Falopio y del ligamento ancho",260,,260,
2019,Externos,Izabal,"Menstruación excesiva, frecuente e irregular",250,,250,
2019,Externos,Izabal,Otros trastornos de ansiedad,240,53,187,
2019,Externos,Izabal,Otros estados postquirúrgicos,228,64,164,
2019,Externos,Izabal,Trastornos de la acomodación y de la refracción,201,54,147,
2019,Externos,Izabal,Otros trastornos menopáusicos y perimenopáusicos,176,,176,
2019,Externos,Izabal,Dorsalgia,165,67,98,
2019,Externos,Izabal,"Bronquitis, no especificada como aguda o crónica",164,60,104,
2019,Externos,Izabal,Fiebre del dengue [dengue clásico],163,76,87,
2019,Externos,Izabal,Glaucoma,158,44,114,
2019,Externos,Izabal,Amigdalitis aguda,149,64,85,
2019,Externos,Izabal,Otras anemias,126,40,86,
2019,Externos,Izabal,"Menstruación ausente, escasa o rara",126,,126,
2019,Externos,Izabal,Otros trastornos de la mama,121,,121,
2019,Externos,Izabal,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1443,268,1175,
2019,Externos,Izabal,Otras causas,7137,2516,4621,
2019,Externos,Zacapa,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,1629,35,1594,
2019,Externos,Zacapa,Trastornos de la acomodación y de la refracción,760,290,470,
2019,Externos,Zacapa,Otros trastornos no inflamatorios de la vagina,691,,691,
2019,Externos,Zacapa,Glaucoma,672,227,445,
2019,Externos,Zacapa,Otras enfermedades pélvicas inflamatorias femeninas,649,,649,
2019,Externos,Zacapa,Conjuntivitis,640,284,356,
2019,Externos,Zacapa,Presencia de otros implantes funcionales,498,215,283,
2019,Externos,Zacapa,Rinofaringitis aguda [resfriado común],494,225,269,
2019,Externos,Zacapa,Otros trastornos de la conjuntiva,434,210,224,
2019,Externos,Zacapa,Otras cataratas,428,186,242,
2019,Externos,Zacapa,Atención para la anticoncepción,386,,386,
2019,Externos,Zacapa,Gastritis y duodenitis,363,181,182,
2019,Externos,Zacapa,Candidiasis,302,4,298,
2019,Externos,Zacapa,Trastornos del aparato lagrimal,299,90,209,
2019,Externos,Zacapa,Otros trastornos del sistema urinario,289,57,232,
2019,Externos,Zacapa,Leucemia linfoide,260,198,62,
2019,Externos,Zacapa,"Diabetes mellitus, no especificada",259,80,179,
2019,Externos,Zacapa,Hipertensión esencial (primaria),254,117,137,
2019,Externos,Zacapa,Otros estados postquirúrgicos,241,119,122,
2019,Externos,Zacapa,Enfermedad inflamatoria del cuello uterino,240,,240,
2019,Externos,Zacapa,Cuerpo extraño en parte externa del ojo,232,205,27,
2019,Externos,Zacapa,Traumatismo del ojo y de la órbita,199,143,56,
2019,Externos,Zacapa,Diabetes mellitus no insulinodependiente,180,92,88,
2019,Externos,Zacapa,Orzuelo y calacio,147,57,90,
2019,Externos,Zacapa,"Estado de embarazo, incidental",142,,142,
2019,Externos,Zacapa,Queratitis,122,54,68,
2019,Externos,Zacapa,Otras afecciones inflamatorias de la vagina y de la vulva,119,,119,
2019,Externos,Zacapa,Amigdalitis aguda,109,58,51,
2019,Externos,Zacapa,Otras gastroenteritis y colitis de origen infeccioso y no especificado,104,51,53,
2019,Externos,Zacapa,Supervisión de embarazo normal,101,,101,
2019,Externos,Zacapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",216,40,176,
2019,Externos,Zacapa,Otras causas,3552,1492,2060,
2019,Externos,Chiquimula,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,651,84,567,
2019,Externos,Chiquimula,Leucemia linfoide,452,282,170,
2019,Externos,Chiquimula,Glaucoma,260,86,174,
2019,Externos,Chiquimula,Trastornos de la acomodación y de la refracción,260,108,152,
2019,Externos,Chiquimula,Presencia de otros implantes funcionales,169,81,88,
2019,Externos,Chiquimula,"Personas en contacto con los servicios de salud por otras consultas y consejos médicos, no clasificados en otra parte",151,45,106,
2019,Externos,Chiquimula,Otros estados postquirúrgicos,135,87,48,
2019,Externos,Chiquimula,"Complicaciones de procedimientos, no clasificadas en otra parte",128,57,71,
2019,Externos,Chiquimula,Conjuntivitis,125,49,76,
2019,Externos,Chiquimula,Otras enfermedades pélvicas inflamatorias femeninas,124,,124,
2019,Externos,Chiquimula,Otras cataratas,123,57,66,
2019,Externos,Chiquimula,Otros trastornos no inflamatorios de la vagina,118,,118,
2019,Externos,Chiquimula,Hipertensión esencial (primaria),117,48,69,
2019,Externos,Chiquimula,Otros trastornos de la conjuntiva,103,42,61,
2019,Externos,Chiquimula,"Diabetes mellitus, no especificada",100,37,63,
2019,Externos,Chiquimula,Trastornos del aparato lagrimal,96,41,55,
2019,Externos,Chiquimula,Otros trastornos del sistema urinario,95,12,83,
2019,Externos,Chiquimula,Queratitis,82,46,36,
2019,Externos,Chiquimula,"Tumor maligno de los huesos y de los cartílagos articulares, de otros sitios y de sitios no especificados",79,12,67,
2019,Externos,Chiquimula,"Tumor maligno del riñón, excepto de la pelvis renal",74,68,6,
2019,Externos,Chiquimula,Tumor maligno secundario de otros sitios y de sitios no especificados,74,1,73,
2019,Externos,Chiquimula,Atención para la anticoncepción,66,1,65,
2019,Externos,Chiquimula,Enfermedad renal crónica,64,31,33,
2019,Externos,Chiquimula,"Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados",62,34,28,
2019,Externos,Chiquimula,Enfermedad inflamatoria del cuello uterino,62,,62,
2019,Externos,Chiquimula,Linfoma de Hodgkin,60,56,4,
2019,Externos,Chiquimula,Traumatismo del ojo y de la órbita,56,47,9,
2019,Externos,Chiquimula,Candidiasis,54,2,52,
2019,Externos,Chiquimula,Otros trastornos menopáusicos y perimenopáusicos,53,,53,
2019,Externos,Chiquimula,Tumor de comportamiento incierto o desconocido del encéfalo y del sistema nervioso central,51,16,35,
2019,Externos,Chiquimula,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",314,127,187,
2019,Externos,Chiquimula,Otras causas,2611,1047,1563,1
2019,Externos,Jalapa,Enfermedad renal crónica,824,591,233,
2019,Externos,Jalapa,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,464,39,425,
2019,Externos,Jalapa,Leucemia linfoide,325,250,75,
2019,Externos,Jalapa,Otros trastornos del sistema urinario,288,72,216,
2019,Externos,Jalapa,Hipertensión esencial (primaria),204,80,124,
2019,Externos,Jalapa,"Diabetes mellitus, no especificada",189,69,120,
2019,Externos,Jalapa,Otras gastroenteritis y colitis de origen infeccioso y no especificado,188,80,108,
2019,Externos,Jalapa,Trastornos de la acomodación y de la refracción,174,65,109,
2019,Externos,Jalapa,Otras enfermedades del estómago y del duodeno,154,42,112,
2019,Externos,Jalapa,Acné,148,56,92,
2019,Externos,Jalapa,Supervisión de embarazo normal,144,,144,
2019,Externos,Jalapa,Linfoma no folicular,137,94,43,
2019,Externos,Jalapa,Otros estados postquirúrgicos,137,71,66,
2019,Externos,Jalapa,Gastritis y duodenitis,135,43,92,
2019,Externos,Jalapa,Conjuntivitis,109,59,50,
2019,Externos,Jalapa,"Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados",108,67,40,1
2019,Externos,Jalapa,Enfermedad inflamatoria del cuello uterino,105,,105,
2019,Externos,Jalapa,Otros trastornos no inflamatorios de la vagina,105,,105,
2019,Externos,Jalapa,Glaucoma,102,48,54,
2019,Externos,Jalapa,Insuficiencia renal no especificada,97,96,1,
2019,Externos,Jalapa,Otros trastornos de las venas,96,11,85,
2019,Externos,Jalapa,Síndrome del colon irritable,96,23,73,
2019,Externos,Jalapa,"Estado de embarazo, incidental",96,,96,
2019,Externos,Jalapa,Otitis media supurativa y la no especificada,86,34,52,
2019,Externos,Jalapa,Amigdalitis aguda,80,30,50,
2019,Externos,Jalapa,Dorsalgia,76,33,43,
2019,Externos,Jalapa,Otros trastornos de la retina,67,32,35,
2019,Externos,Jalapa,"Neumonía, organismo no especificado",63,31,32,
2019,Externos,Jalapa,Trastornos del aparato lagrimal,59,21,38,
2019,Externos,Jalapa,Hiperplasia de la próstata,56,56,,
2019,Externos,Jalapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",468,160,308,
2019,Externos,Jalapa,Otras causas,4165,1667,2497,1
2019,Externos,Jutiapa,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,5296,96,5200,
2019,Externos,Jutiapa,Enfermedad renal crónica,3255,2411,844,
2019,Externos,Jutiapa,Insuficiencia renal no especificada,1438,1008,430,
2019,Externos,Jutiapa,Otros trastornos del sistema urinario,1008,145,863,
2019,Externos,Jutiapa,Otros trastornos no inflamatorios de la vagina,961,,961,
2019,Externos,Jutiapa,Enfermedad inflamatoria del cuello uterino,908,,908,
2019,Externos,Jutiapa,"Estado de embarazo, incidental",756,,756,
2019,Externos,Jutiapa,Leucemia linfoide,645,463,182,
2019,Externos,Jutiapa,Hipertensión esencial (primaria),583,161,422,
2019,Externos,Jutiapa,Supervisión de embarazo normal,538,,538,
2019,Externos,Jutiapa,Trastornos de la acomodación y de la refracción,499,173,326,
2019,Externos,Jutiapa,Otras afecciones inflamatorias de la vagina y de la vulva,486,,486,
2019,Externos,Jutiapa,"Menstruación excesiva, frecuente e irregular",440,,440,
2019,Externos,Jutiapa,Otras gastroenteritis y colitis de origen infeccioso y no especificado,435,185,250,
2019,Externos,Jutiapa,Glaucoma,435,182,253,
2019,Externos,Jutiapa,"Diabetes mellitus, no especificada",386,127,259,
2019,Externos,Jutiapa,Otros estados postquirúrgicos,380,140,240,
2019,Externos,Jutiapa,"Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados",349,158,191,
2019,Externos,Jutiapa,Otros trastornos menopáusicos y perimenopáusicos,332,,332,
2019,Externos,Jutiapa,Acné,316,88,228,
2019,Externos,Jutiapa,"Neumonía, organismo no especificado",301,150,151,
2019,Externos,Jutiapa,Atención para la anticoncepción,290,,290,
2019,Externos,Jutiapa,Otras enfermedades del estómago y del duodeno,277,79,198,
2019,Externos,Jutiapa,Examen general e investigación de personas sin quejas o sin diagnóstico informado,242,73,169,
2019,Externos,Jutiapa,Dorsalgia,223,80,143,
2019,Externos,Jutiapa,"Parasitosis intestinal, sin otra especificación",217,62,155,
2019,Externos,Jutiapa,Conjuntivitis,215,93,122,
2019,Externos,Jutiapa,Otros trastornos de las venas,213,18,195,
2019,Externos,Jutiapa,Otros trastornos de la retina,201,100,101,
2019,Externos,Jutiapa,Gonartrosis [artrosis de la rodilla],200,71,129,
2019,Externos,Jutiapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1353,328,1025,
2020,Internos,Guatemala,Enfermedad renal crónica,43178,29735,13443,
2020,Internos,Guatemala,Parto único por cesárea,7861,,7861,
2020,Internos,Guatemala,Nacidos vivos según lugar de nacimiento,6586,3064,3508,14
2020,Internos,Guatemala,SARSCoV2/COVID19,5748,3032,2716,
2020,Internos,Guatemala,Otras gastroenteritis y colitis de origen infeccioso y no especificado,2800,1179,1621,
2020,Internos,Guatemala,Colecistitis,2440,657,1783,
2020,Internos,Guatemala,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,1974,902,1072,
2020,Internos,Guatemala,Procedimientos para otros propósitos que no sean los de mejorar el estado de salud,1733,311,1422,
2020,Internos,Guatemala,Apendicitis aguda,1663,749,914,
2020,Internos,Guatemala,"Otros trastornos de los tejidos blandos, no clasificados en otra parte",1535,700,835,
2020,Internos,Guatemala,Leiomioma del útero,1522,,1522,
2020,Internos,Guatemala,Otros trastornos del sistema urinario,1392,428,962,2
2020,Internos,Guatemala,"Neumonía, organismo no especificado",1334,650,684,
2020,Internos,Guatemala,Colelitiasis,1217,347,868,2
2020,Internos,Guatemala,Otros estados postquirúrgicos,1127,462,665,
2020,Internos,Guatemala,Hipertensión esencial (primaria),1079,383,696,
2020,Internos,Guatemala,Otras cataratas,1051,486,565,
2020,Internos,Guatemala,Dorsalgia,1026,401,625,
2020,Internos,Guatemala,"Otros trastornos no inflamatorios del útero, excepto del cuello",993,,993,
2020,Internos,Guatemala,Traumatismo de regiones no especificadas del cuerpo,989,499,489,1
2020,Internos,Guatemala,"Apendicitis, no especificada",975,413,560,2
2020,Internos,Guatemala,Aborto no especificado,888,,888,
2020,Internos,Guatemala,Leucemia linfoide,863,528,335,
2020,Internos,Guatemala,Parto único espontáneo,862,,862,
2020,Internos,Guatemala,Otros trastornos de la nariz y de los senos paranasales,802,413,389,
2020,Internos,Guatemala,"Diabetes mellitus, no especificada",744,317,426,1
2020,Internos,Guatemala,Hernia inguinal,704,523,181,
2020,Internos,Guatemala,Cálculo del riñón y del uréter,620,402,218,
2020,Internos,Guatemala,"Traumatismos múltiples, no especificados",597,353,243,1
2020,Internos,Guatemala,Hiperplasia de la próstata,571,571,,
2020,Internos,Guatemala,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",9702,4253,5447,2
2020,Internos,Guatemala,Otras causas,38677,17140,21524,13
2020,Internos,El Progreso,Parto único por cesárea,165,,165,
2020,Internos,El Progreso,Otras gastroenteritis y colitis de origen infeccioso y no especificado,116,50,66,
2020,Internos,El Progreso,Colecistitis,65,16,49,
2020,Internos,El Progreso,"Neumonía, organismo no especificado",58,24,34,
2020,Internos,El Progreso,Nacidos vivos según lugar de nacimiento,51,22,29,
2020,Internos,El Progreso,"Diabetes mellitus, no especificada",49,25,24,
2020,Internos,El Progreso,Otros trastornos del sistema urinario,49,22,27,
2020,Internos,El Progreso,Celulitis,43,19,24,
2020,Internos,El Progreso,Apendicitis aguda,38,14,23,1
2020,Internos,El Progreso,Otros traumatismos y los no especificados de la cabeza,38,20,18,
2020,Internos,El Progreso,SARSCoV2/COVID19,38,24,14,
2020,Internos,El Progreso,"Cólico renal, no especificado",32,22,10,
2020,Internos,El Progreso,Hipertensión esencial (primaria),31,15,16,
2020,Internos,El Progreso,Colelitiasis,31,6,25,
2020,Internos,El Progreso,"Otros trastornos no inflamatorios del útero, excepto del cuello",30,,30,
2020,Internos,El Progreso,Cálculo del riñón y del uréter,29,16,13,
2020,Internos,El Progreso,Otras enfermedades del estómago y del duodeno,28,9,19,
2020,Internos,El Progreso,"Traumatismos múltiples, no especificados",27,19,8,
2020,Internos,El Progreso,Otros trastornos funcionles del intestino,26,8,18,
2020,Internos,El Progreso,Fractura del antebrazo,26,16,10,
2020,Internos,El Progreso,Hiperplasia de la próstata,25,25,,
2020,Internos,El Progreso,Parto único espontáneo,25,,25,
2020,Internos,El Progreso,"Nefritis tubulointersticial, no especificada como aguda o crónica",23,9,14,
2020,Internos,El Progreso,Pancreatitis aguda,22,6,16,
2020,Internos,El Progreso,Leiomioma del útero,21,,21,
2020,Internos,El Progreso,Hernia inguinal,21,14,7,
2020,Internos,El Progreso,"Otras intoxicaciones alimentarias bacterianas, no clasificadas en otra parte",20,5,15,
2020,Internos,El Progreso,Dorsalgia,19,11,8,
2020,Internos,El Progreso,Fiebre del dengue [dengue clásico],18,8,10,
2020,Internos,El Progreso,Aborto no especificado,18,,18,
2020,Internos,El Progreso,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",179,74,105,
2020,Internos,El Progreso,Otras causas,925,430,490,5
2020,Internos,Sacatepéquez,Parto único por cesárea,420,,420,
2020,Internos,Sacatepéquez,Nacidos vivos según lugar de nacimiento,247,122,125,
2020,Internos,Sacatepéquez,Enfermedad renal crónica,190,9,181,
2020,Internos,Sacatepéquez,Colelitiasis,160,27,133,
2020,Internos,Sacatepéquez,Otras gastroenteritis y colitis de origen infeccioso y no especificado,111,48,63,
2020,Internos,Sacatepéquez,"Otros trastornos no inflamatorios del útero, excepto del cuello",98,,98,
2020,Internos,Sacatepéquez,Leucemia linfoide,90,59,31,
2020,Internos,Sacatepéquez,SARSCoV2/COVID19,84,44,40,
2020,Internos,Sacatepéquez,"Apendicitis, no especificada",73,32,41,
2020,Internos,Sacatepéquez,Colecistitis,64,25,39,
